,area_type,availability,location,society,bath,balcony,price,Sqft_range_starts,Sqft_range_ends,Size,Flat_layout
5019,0,Ready To Move,Jigani,DLhtsan,3.0,2.0,58.0,1250.0,1250.0,3,0
5020,3,Ready To Move,Richards Town,DLhtsan,4.0,3.0,450.0,3600.0,3600.0,4,0
5021,3,21-Aug,Electronics City Phase 1,DLhtsan,2.0,1.0,33.0,950.0,950.0,2,0
5022,3,Ready To Move,Indira Nagar,Suurtni,2.0,2.0,170.0,1470.0,1470.0,2,0
5023,3,Ready To Move,Yelahanka,Suurtni,2.0,2.0,40.0,1250.0,1250.0,2,0
5024,2,Ready To Move,HBR Layout,Suurtni,4.0,1.0,180.0,800.0,800.0,4,1
5025,3,Ready To Move,Badavala Nagar,DNncasa,2.0,2.0,94.55,1494.0,1494.0,3,0
5026,0,18-May,Hennur Road,Maity W,2.0,1.0,105.0,1445.0,1445.0,3,0
5027,3,Ready To Move,Kundalahalli,Dieldli,3.0,3.0,105.0,1397.0,1397.0,3,0
5028,3,19-Dec,Vijayanagar,Saityat,1.0,1.0,40.0,606.0,606.0,1,0
5029,0,Ready To Move,Gollarapalya Hosahalli,Mauner ,2.0,1.0,34.5,861.0,861.0,2,0
5030,3,Ready To Move, Devarachikkanahalli,Mauner ,2.0,2.0,40.0,1170.0,1170.0,2,0
5031,3,18-Dec,Koramangala,Prood P,6.0,2.0,353.0,2461.0,2461.0,4,0
5032,3,Ready To Move,Marathahalli,Dwterai,2.0,1.0,75.0,1205.0,1205.0,2,0
5033,2,Ready To Move,Cottonpet,Dwterai,4.0,0.0,200.0,1224.0,1224.0,8,1
5034,0,Ready To Move,Rajaji Nagar,Dwterai,1.0,0.0,75.0,660.0,660.0,1,0
5035,3,Ready To Move,Dommasandra,Dwterai,2.0,2.0,43.5,1153.0,1153.0,2,0
5036,2,Ready To Move,OMBR Layout,Dwterai,5.0,3.0,275.0,2400.0,2400.0,5,1
5037,3,18-May,Old Madras Road,Brica E,7.0,3.0,294.0,4500.0,4500.0,5,0
5038,3,Ready To Move,Vijayanagar,J isear,2.0,2.0,62.0,1200.0,1200.0,2,0
5039,0,Ready To Move,Vignana Nagar,Mallad ,3.0,3.0,42.0,1450.0,1450.0,3,0
5040,3,Ready To Move,Budigere,PrityTr,2.0,2.0,60.0,1139.0,1139.0,2,0
5041,3,Ready To Move,Green Glen Layout,Soinequ,3.0,2.0,105.0,1530.0,1530.0,3,0
5042,2,18-Feb,2nd Block Jayanagar,Soinequ,6.0,2.0,400.0,825.0,825.0,6,1
5043,3,Ready To Move,Electronic City,Goty  E,3.0,3.0,101.0,1575.0,1575.0,3,0
5044,3,Ready To Move,Whitefield,Pranthi,1.0,1.0,25.0,650.0,650.0,1,0
5045,3,18-Apr,Sai Gardens,Pranthi,2.0,2.0,40.0,1120.0,1120.0,2,0
5046,3,Ready To Move,Akshaya Nagar,BMoldar,3.0,1.0,80.0,1700.0,1700.0,3,0
5047,3,Ready To Move,Varthur,Ikmesay,2.0,2.0,48.0,1090.0,1090.0,2,0
5048,3,Ready To Move,Akshaya Nagar,Ikmesay,4.0,2.0,93.0,1897.0,1897.0,3,0
5049,2,18-Feb,Nelamangala,V2gesre,3.0,2.0,72.0,1200.0,1200.0,3,1
5050,3,21-Dec,Kanakpura Road,PrarePa,2.0,1.0,40.0,700.0,700.0,2,0
5051,3,21-Dec,Thanisandra,Bhe 2ko,2.0,1.0,71.13,1437.0,1437.0,2,0
5052,3,Ready To Move,Ambedkar Nagar,Bhe 2ko,3.0,1.0,120.0,1856.0,1856.0,3,0
5053,2,Ready To Move,Singanayakanahalli,Bhe 2ko,2.0,0.0,65.0,1500.0,1500.0,3,1
5054,3,18-Dec,Hennur Road,Koagati,2.0,1.0,59.45,1036.0,1036.0,2,0
5055,3,Ready To Move,Attur Layout,Koagati,8.0,1.0,90.0,3000.0,3000.0,6,0
5056,3,Ready To Move,Mico Layout,Inasy E,2.0,2.0,40.0,1125.0,1125.0,2,0
5057,3,18-Oct,Uttarahalli,Inasy E,2.0,3.0,55.44,1320.0,1320.0,3,0
5058,3,Ready To Move,Malleshwaram,Sariaat,4.0,1.0,310.0,2215.0,2215.0,3,0
5059,3,Ready To Move,Electronic City,Itelaa ,1.0,1.0,16.0,660.0,660.0,2,0
5060,3,Ready To Move,Marathahalli,Itelaa ,3.0,3.0,110.0,1730.0,1730.0,3,0
5061,2,Ready To Move,Mahalakshmi Puram,Itelaa ,4.0,0.0,85.0,750.0,750.0,4,1
5062,3,21-Dec,Talaghattapura,Sodgere,3.0,1.0,115.0,1804.0,1804.0,3,0
5063,3,19-May,Thanisandra,G conTh,3.0,2.0,140.0,1795.0,1795.0,3,0
5064,3,Ready To Move,7th Phase JP Nagar,Srayai ,2.0,1.0,50.0,1050.0,1050.0,2,0
5065,3,Ready To Move,Dasarahalli,Prndsde,3.0,3.0,120.0,2100.0,2100.0,3,0
5066,0,Ready To Move,Rayasandra,Prndsde,2.0,1.0,48.5,1199.0,1199.0,3,0
5067,2,Ready To Move,SBM Colony,Prndsde,2.0,2.0,280.0,1350.0,1350.0,3,1
5068,3,Ready To Move,Vignana Nagar,Prndsde,2.0,2.0,47.0,1100.0,1100.0,2,0
5069,2,Ready To Move,Udaya Nagar,Prndsde,1.0,1.0,75.0,1000.0,1000.0,2,1
5070,3,22-Mar,Kanakapura,Prndsde,2.0,2.0,70.0,1254.0,1254.0,3,0
5071,2,18-Apr,Medahalli,Prndsde,8.0,2.0,70.0,600.0,600.0,8,1
5072,0,Ready To Move,Electronics City Phase 1,Solle V,2.0,2.0,49.0,940.0,940.0,2,0
5073,0,Ready To Move,BTM 2nd Stage,MaeamSu,2.0,2.0,80.0,1280.0,1280.0,2,0
5074,3,Ready To Move,Whitefield,Sulesil,3.0,3.0,125.0,2155.0,2155.0,4,0
5075,0,Ready To Move,Sarjapur  Road,Reyle L,5.0,3.0,140.0,3200.0,3200.0,5,1
5076,3,18-Oct,Kasavanhalli,Reyle L,4.0,3.0,272.0,4260.0,4260.0,4,0
5077,3,20-Aug,Hebbal,Magiaya,2.0,1.0,95.0,1255.0,1255.0,3,0
5078,3,Ready To Move,Suraksha Nagar,AritaFe,3.0,3.0,69.99,1388.0,1388.0,3,0
5079,0,17-Jun, Whitefield,Prtates,1.0,1.0,52.0,905.0,905.0,1,2
5080,3,Ready To Move,VGP Layout,Vaurtar,2.0,2.0,44.0,1176.0,1176.0,2,0
5081,3,Ready To Move,Uttarahalli,Hemai D,2.0,2.0,61.16,1390.0,1390.0,3,0
5082,2,Ready To Move,Giri Nagar,Hemai D,4.0,2.0,400.0,2400.0,2400.0,4,1
5083,3,Ready To Move,Sahakara Nagar,Hemai D,2.0,1.0,55.0,1160.0,1160.0,2,0
5084,3,Ready To Move,Seegehalli,Hemai D,4.0,3.0,140.0,2800.0,2800.0,4,0
5085,2,Ready To Move,5th Block Hbr Layout,Hemai D,4.0,2.0,205.0,1200.0,1200.0,4,1
5086,3,Ready To Move,Marathahalli,PueraRi,3.0,3.0,115.0,1583.0,1583.0,3,0
5087,3,Ready To Move,Jigani,DLhtsen,3.0,3.0,63.0,1252.0,1252.0,3,0
5088,0,Ready To Move,Rustam Bagh Layout,TealdEm,2.0,2.0,86.0,1170.0,1170.0,2,0
5089,0,Ready To Move,Bannerghatta Road,TealdEm,2.0,2.0,51.0,1350.0,1350.0,3,0
5090,3,Ready To Move,Gottigere,HivanBr,2.0,2.0,30.0,1075.0,1075.0,2,0
5091,0,Ready To Move,Hosa Road,HivanBr,2.0,2.0,40.0,972.0,972.0,2,0
5092,3,19-Jan,Bannerghatta Road,Hiatei ,3.0,1.0,83.22,1486.0,1486.0,3,0
5093,2,Ready To Move,Margondanahalli,Hiatei ,1.0,0.0,37.0,555.0,555.0,2,1
5094,2,Ready To Move,Vaishnavi Layout,Prsisge,5.0,1.0,390.0,4830.0,4830.0,4,1
5095,0,Ready To Move,Cottonpet,Prsisge,2.0,1.0,75.0,850.0,850.0,2,0
5096,3,20-Dec,Binny Pete,Shestlo,3.0,2.0,178.0,1282.0,1282.0,3,0
5097,3,19-Jun,Hebbal,Raard B,4.0,3.0,198.0,2790.0,2790.0,4,0
5098,3,Ready To Move,Sarjapur  Road,Puallhi,5.0,1.0,215.0,2383.0,2383.0,4,0
5099,1,Ready To Move,Naganathapura,Malmsri,2.0,1.0,55.0,1103.0,1103.0,2,0
5100,3,Ready To Move,Rayasandra,MJeusyl,3.0,2.0,67.0,1577.0,1577.0,3,0
5101,0,Ready To Move,Yelahanka,NCowsar,3.0,2.0,80.01,1465.0,1465.0,3,0
5102,0,Ready To Move,Vimanapura,Inion P,3.0,1.0,64.0,1600.0,1600.0,3,0
5103,0,Ready To Move,Uttarahalli,TGeepga,2.0,2.0,45.0,1090.0,1090.0,2,0
5104,3,19-Dec,Yelahanka,Goues A,3.0,3.0,80.86,1721.0,1721.0,3,0
5105,0,Ready To Move,Seetharampalya,Goues A,2.0,1.0,55.0,1100.0,1100.0,2,0
5106,3,Ready To Move,Varthur,Vaensia,3.0,2.0,71.0,1450.0,1450.0,3,0
5107,3,Ready To Move,Battarahalli,SraveHi,2.0,1.0,62.0,1071.0,1071.0,2,0
5108,3,Ready To Move,Old Madras Road,Saciatt,3.0,2.0,169.0,2266.0,2266.0,3,0
5109,3,Ready To Move,Kundalahalli Colony,Goourta,3.0,2.0,130.0,2065.0,2065.0,3,0
5110,0,Ready To Move,Kanakpura Road,PuandHi,3.0,2.0,90.0,1800.0,1800.0,3,0
5111,0,Ready To Move,Defence Colony,PuandHi,2.0,2.0,125.0,1150.0,1150.0,2,0
5112,2,Ready To Move,Housing Board Layout Vijay Nagar,PuandHi,8.0,2.0,220.0,1200.0,1200.0,8,1
5113,3,Ready To Move,Hormavu,ARureig,2.0,1.0,56.0,1123.0,1123.0,2,0
5114,3,Ready To Move,Akshaya Nagar,DLhtsnd,3.0,3.0,98.0,1884.0,1884.0,3,0
5115,2,Ready To Move,1st Block Jayanagar,DLhtsnd,4.0,2.0,85.0,930.0,930.0,7,1
5116,3,Ready To Move,Lakshminarayana Pura,RothaVa,2.0,1.0,75.0,1145.0,1145.0,2,0
5117,3,18-Apr,Hebbal,Arcia S,2.0,2.0,60.0,1328.0,1328.0,3,0
5118,3,Ready To Move,Subramanyapura,Prldsri,2.0,1.0,55.0,950.0,950.0,2,0
5119,3,Ready To Move,Thomas Town,TuiteIn,2.0,1.0,59.0,1250.0,1250.0,2,0
5120,0,Ready To Move,Pragathi Nagar,DStra S,2.0,0.0,46.0,1115.0,1115.0,2,0
5121,3,Ready To Move,Gollarapalya Hosahalli,Mauner ,3.0,1.0,54.0,1318.0,1318.0,3,0
5122,0,Ready To Move,JP Nagar,Mauner ,4.0,3.0,160.0,3300.0,3300.0,3,0
5123,3,Ready To Move,Kalyan nagar,Mauner ,2.0,1.0,48.0,1280.0,1280.0,2,0
5124,3,Ready To Move,Whitefield,Mauner ,2.0,2.0,59.0,1230.0,1230.0,2,0
5125,3,Ready To Move,Raja Rajeshwari Nagar,Mauner ,2.0,2.0,60.0,1420.0,1420.0,3,0
5126,0,Ready To Move,Kasavanhalli,Mauner ,4.0,3.0,120.0,2111.0,2111.0,3,1
5127,3,Ready To Move,Vidyaranyapura,Mauner ,2.0,1.0,54.0,1100.0,1100.0,2,0
5128,3,Ready To Move,Harlur,Mauner ,3.0,2.0,136.0,1750.0,1750.0,3,0
5129,0,Ready To Move,RMV 2nd Stage,Mauner ,4.0,2.0,290.0,2550.0,2550.0,3,0
5130,3,Ready To Move,Shampura,Mauner ,1.0,2.0,35.0,700.0,700.0,2,0
5131,3,Ready To Move,Uttarahalli,Mauner ,2.0,1.0,42.0,1050.0,1050.0,2,0
5132,3,Ready To Move,Uttarahalli,Ihnueut,2.0,3.0,90.0,1235.0,1235.0,2,0
5133,2,Ready To Move,Yeshwanthpur,Pantym ,2.0,0.0,63.0,1200.0,1200.0,2,1
5134,3,Ready To Move,Kengeri,Pantym ,2.0,0.0,30.0,900.0,900.0,2,0
5135,3,Ready To Move,Thanisandra,SLaceda,2.0,1.0,38.0,1146.0,1146.0,2,0
5136,2,Ready To Move,Yeshwanthpur,SLaceda,4.0,1.0,110.0,1200.0,1200.0,4,1
5137,3,Ready To Move,Banashankari,SLaceda,1.0,1.0,200.0,2400.0,2400.0,1,0
5138,2,Ready To Move,Marathahalli,SLaceda,5.0,2.0,108.0,1200.0,1200.0,6,1
5139,0,Ready To Move,Devarachikkanahalli,SLaceda,1.0,1.0,24.0,615.0,615.0,1,0
5140,3,19-Apr,Mysore Road,Brama P,2.0,1.0,49.65,1070.0,1070.0,2,0
5141,2,Ready To Move,Rajaji Nagar,Brama P,5.0,2.0,300.0,1538.0,1538.0,5,1
5142,3,Ready To Move,Poorna Pragna Layout,Brama P,2.0,3.0,58.25,1355.0,1355.0,3,0
5143,0,Ready To Move,Venkatapura,ThBayah,2.0,1.0,285.0,3080.0,3080.0,4,0
5144,3,Ready To Move,Kundalahalli,ThBayah,3.0,3.0,80.0,1800.0,1800.0,3,0
5145,0,Ready To Move,Begur Road,Dhalsh ,2.0,3.0,50.06,1400.0,1400.0,3,0
5146,3,Ready To Move,Uttarahalli,Aklia R,2.0,1.0,48.0,1123.0,1123.0,2,0
5147,2,Ready To Move,Konanakunte,Aklia R,2.0,1.0,130.0,1200.0,1200.0,4,1
5148,0,Ready To Move,Kengeri,UKanema,2.0,1.0,31.0,787.0,787.0,2,0
5149,3,Ready To Move,Kambipura,Prrtht ,2.0,1.0,45.0,1082.0,1082.0,3,0
5150,3,Ready To Move,Seegehalli,Prrtht ,2.0,1.0,41.0,1096.0,1096.0,2,0
5151,2,Ready To Move,Vidyaranyapura,Prrtht ,7.0,2.0,140.0,1200.0,1200.0,7,1
5152,2,Ready To Move,R.T. Nagar,Prrtht ,3.0,1.0,130.0,1140.0,1140.0,3,1
5153,1,Ready To Move,Venugopal Reddy Layout,Niiman ,2.0,1.0,52.0,1130.0,1130.0,2,0
5154,0,Ready To Move,Electronic City,Niiman ,1.0,1.0,12.0,550.0,550.0,1,0
5155,3,Ready To Move,Mahadevpura,Niiman ,2.0,2.0,85.0,1058.0,1058.0,2,0
5156,0,Ready To Move,Hebbal,Cevely ,2.0,1.0,73.0,1269.0,1269.0,3,0
5157,2,Ready To Move,Prithvi Layout,Cevely ,3.0,1.0,140.0,946.0,946.0,3,1
5158,3,Ready To Move,4th Block Koramangala,Cevely ,6.0,1.0,420.0,3400.0,3400.0,4,0
5159,3,19-Jan,Kanakpura Road,PrityFa,6.0,2.0,245.0,2689.0,2689.0,4,0
5160,3,18-Oct,Hennur Road,DSapeSk,3.0,3.0,65.21,1976.0,1976.0,3,0
5161,3,Ready To Move,Kothanur,Gilleon,3.0,3.0,77.0,1820.0,1820.0,3,0
5162,3,Ready To Move,Uttarahalli,Aklia R,2.0,1.0,56.0,1329.0,1329.0,3,0
5163,3,Ready To Move,Kathriguppe,Aklia R,2.0,1.0,80.99,1350.0,1350.0,3,0
5164,2,Ready To Move,Nagarbhavi,Aklia R,3.0,0.0,175.0,1250.0,1250.0,4,1
5165,3,Ready To Move,Whitefield,SSthamh,2.0,1.0,40.0,1205.0,1205.0,2,0
5166,2,Ready To Move,Manganahalli,SSthamh,6.0,2.0,98.0,800.0,800.0,6,1
5167,3,Ready To Move,Kanakpura Road,PuandHi,2.0,2.0,71.5,1339.0,1339.0,2,0
5168,3,Ready To Move,Uttarahalli,PuandHi,2.0,0.0,35.0,938.0,938.0,2,0
5169,3,Ready To Move,Kuvempu Nagar,PuandHi,1.0,1.0,25.0,450.0,450.0,1,0
5170,0,Ready To Move,BTM 2nd Stage,Komesa ,2.0,2.0,70.0,1100.0,1100.0,2,0
5171,0,Ready To Move,2nd Stage Nagarbhavi,Komesa ,3.0,1.0,95.0,600.0,600.0,4,1
5172,3,Ready To Move,Yelahanka,Komesa ,2.0,1.0,40.0,1060.0,1060.0,2,0
5173,3,Ready To Move,Whitefield,Komesa ,2.0,2.0,40.0,1125.0,1125.0,2,0
5174,0,Ready To Move,Whitefield,SatraNa,1.0,0.0,21.0,810.0,810.0,1,0
5175,3,Ready To Move,Bellandur,SatraNa,2.0,1.0,65.0,1060.0,1060.0,2,0
5176,2,Ready To Move,Anandapura,SatraNa,4.0,0.0,90.0,1749.0,1749.0,4,1
5177,3,Ready To Move,Sahakara Nagar,SatraNa,2.0,2.0,75.0,1200.0,1200.0,3,0
5178,3,Ready To Move,Cleveland Town,Lehidrc,2.0,1.0,85.0,1100.0,1100.0,2,0
5179,3,18-May,Rachenahalli,AsNowre,1.0,0.0,32.64,660.0,700.0,1,0
5180,2,Ready To Move,Jalahalli East,AsNowre,4.0,2.0,48.0,720.0,720.0,4,1
5181,2,Ready To Move,Gunjur,Chranya,7.0,2.0,950.0,6613.0,6613.0,5,1
5182,3,Ready To Move,Hoodi,Goeur G,3.0,3.0,110.0,1925.0,1925.0,3,0
5183,0,Ready To Move,Kengeri,Goeur G,1.0,1.0,25.0,502.0,502.0,1,0
5184,0,Ready To Move,Bommenahalli,Prood G,3.0,0.0,250.0,3339.0,3339.0,3,1
5185,0,Ready To Move,Begur,Arhtsth,2.0,2.0,74.0,1475.0,1475.0,3,0
5186,3,18-Aug,Indra Nagar,Arhtsth,3.0,2.0,258.0,1550.0,1550.0,3,0
5187,3,18-Apr,Peenya,Arhtsth,2.0,1.0,49.0,966.0,966.0,2,0
5188,2,Ready To Move,t.c palya,Arhtsth,6.0,3.0,160.0,1350.0,1350.0,6,1
5189,3,Ready To Move,Haralur Road,NDionas,2.0,2.0,75.0,1300.0,1300.0,2,0
5190,2,Ready To Move,Bagalur Main Road,NDionas,4.0,1.0,350.0,4400.0,4400.0,5,1
5191,3,21-May,Kogilu,Sourtal,3.0,2.0,120.0,1559.0,1559.0,3,0
5192,3,Ready To Move,Vittasandra,Sourtal,2.0,1.0,63.0,1246.0,1246.0,2,0
5193,2,Ready To Move,Rajaji Nagar,Sourtal,3.0,0.0,950.0,2790.0,2790.0,3,1
5194,3,Ready To Move,Begur Road,Dhalsh ,2.0,3.0,53.58,1410.0,1410.0,3,0
5195,2,Ready To Move,Varthur Road,Dhalsh ,3.0,0.0,75.0,1300.0,1300.0,4,1
5196,3,Ready To Move,Kanakpura Road,PuandHi,2.0,2.0,58.0,1339.0,1339.0,2,0
5197,2,Ready To Move,Ilyas Nagar,PuandHi,4.0,1.0,75.0,900.0,900.0,4,1
5198,3,Ready To Move,Channasandra,Unm 2El,2.0,1.0,35.5,1104.0,1104.0,2,0
5199,0,Ready To Move,Sultan Palaya,Unm 2El,2.0,2.0,45.0,900.0,900.0,2,0
5200,0,Ready To Move,3rd Phase JP Nagar,Shestth,2.0,2.0,79.0,1550.0,1550.0,3,0
5201,3,20-Dec,Kanakpura Road,GolusLi,1.0,1.0,35.0,670.0,670.0,1,0
5202,3,19-Dec,Jakkur,Ceezey ,2.0,1.0,98.0,1483.0,1483.0,2,0
5203,3,Ready To Move,Basapura,Saavenc,2.0,2.0,70.0,1540.0,1540.0,3,0
5204,2,Ready To Move,Naganathapura,Saavenc,7.0,3.0,100.0,1200.0,1200.0,8,1
5205,3,Ready To Move,Hennur,Saavenc,2.0,1.0,54.5,1255.0,1255.0,2,0
5206,2,Ready To Move,OMBR Layout,Saavenc,3.0,2.0,100.0,600.0,600.0,3,1
5207,3,Ready To Move,Jayanagar,Saavenc,2.0,2.0,110.0,1036.0,1036.0,2,0
5208,3,Ready To Move,Bannerghatta Road,SNity S,2.0,2.0,75.0,1460.0,1460.0,3,0
5209,3,Ready To Move,Devarachikkanahalli,Wiaysld,2.0,1.0,58.0,1230.0,1230.0,2,0
5210,0,Ready To Move,Kanakpura Road,PuandHi,2.0,2.0,60.0,1340.0,1340.0,2,0
5211,0,Ready To Move,Yelenahalli,PuandHi,3.0,3.0,61.37,1600.0,1600.0,3,0
5212,0,18-Apr,Hegde Nagar,SoisoCa,3.0,1.0,200.0,2162.0,2162.0,3,0
5213,3,Ready To Move,Electronic City,Itvir M,2.0,2.0,40.0,919.0,919.0,2,0
5214,3,18-Aug,4th Phase JP Nagar,Itvir M,2.0,2.0,38.9,1070.0,1070.0,2,0
5215,3,Ready To Move,Hosur Road,UmrldDr,2.0,3.0,85.0,1733.0,1733.0,3,0
5216,3,Ready To Move,Jigani,DLhtsan,3.0,3.0,72.0,1221.0,1221.0,3,0
5217,3,Ready To Move,kanakapura main road,DLhtsan,2.0,1.0,36.44,1041.0,1041.0,2,0
5218,0,Ready To Move,Ambalipura,SJodsed,4.0,2.0,149.0,2550.0,2550.0,4,0
5219,0,Ready To Move,Shampura,SJodsed,3.0,1.0,70.0,1400.0,1400.0,3,0
5220,2,Ready To Move,Anjanapura,SJodsed,2.0,0.0,55.0,600.0,600.0,1,1
5221,0,Ready To Move,Nagarbhavi,MaentNa,2.0,2.0,40.0,710.0,710.0,1,0
5222,3,18-Apr,Electronic City,GMown E,2.0,1.0,78.25,1500.0,1500.0,3,0
5223,3,Ready To Move,Thigalarapalya,Prtanha,6.0,2.0,237.0,3122.0,3122.0,4,0
5224,3,Ready To Move,Akshaya Nagar,HiahsLa,3.0,3.0,175.0,2061.0,2061.0,3,0
5225,2,Ready To Move,Brookefield,HiahsLa,5.0,2.0,325.0,2400.0,2400.0,5,1
5226,3,19-Dec,Hebbal,Magiaya,2.0,1.0,95.0,1255.0,1255.0,3,0
5227,3,Ready To Move,Malleshwaram,Magiaya,7.0,3.0,140.0,2425.0,2425.0,7,0
5228,3,Ready To Move,Electronic City Phase II,Brods W,2.0,1.0,55.0,1031.0,1031.0,2,0
5229,3,18-Jul,Balagere,Soresea,2.0,1.0,74.0,1210.0,1210.0,2,0
5230,3,Ready To Move,Anjanapura,ACopsva,2.0,1.0,40.0,950.0,950.0,2,0
5231,2,Ready To Move,Nagaraja Garden,ACopsva,4.0,1.0,156.0,1376.0,1376.0,4,1
5232,3,18-Dec,Hosa Road,Mahesr ,2.0,1.0,55.15,1161.0,1161.0,2,0
5233,3,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2.0,2.0,44.17,1303.0,1303.0,2,0
5234,3,Ready To Move,Thigalarapalya,Prtanha,2.0,2.0,105.0,1418.0,1418.0,2,0
5235,2,Ready To Move,Kengeri Satellite Town,Prtanha,2.0,1.0,65.0,1200.0,1200.0,2,1
5236,3,Ready To Move,Basavangudi,Prtanha,3.0,1.0,175.0,1825.0,1825.0,3,0
5237,0,Ready To Move,Bannerghatta Road,Bhhmi L,2.0,0.0,48.0,1015.0,1015.0,2,0
5238,1,Ready To Move,Mathikere,Bhhmi L,2.0,0.0,60.0,1150.0,1150.0,3,0
5239,3,Ready To Move,Singasandra,Priewhi,2.0,1.0,40.0,1010.0,1010.0,2,0
5240,3,Ready To Move,Reliaable Tranquil Layout,Sariana,3.0,1.0,75.0,1508.0,1508.0,3,0
5241,3,Ready To Move,7th Phase JP Nagar,BriumMi,2.0,1.0,87.0,1275.0,1275.0,2,0
5242,0,Ready To Move,7th Phase JP Nagar,Kaiew L,3.0,1.0,70.0,1460.0,1460.0,3,0
5243,3,Ready To Move,Old Airport Road,Kaiew L,2.0,2.0,58.0,946.0,946.0,2,0
5244,3,Ready To Move,Vignana Nagar,Alows M,2.0,2.0,58.0,1110.0,1110.0,2,0
5245,3,Ready To Move,Hennur Road,SaireSa,3.0,1.0,125.0,1832.0,1832.0,3,0
5246,3,18-Apr,Hebbal,Arcia S,2.0,2.0,61.45,1088.0,1088.0,2,0
5247,3,Ready To Move,Thanisandra,Soitya ,3.0,1.0,104.0,1564.0,1564.0,3,0
5248,3,18-Jan,Kadugodi,Prclee ,2.0,1.0,35.02,1030.0,1030.0,2,0
5249,3,Ready To Move,9th Phase JP Nagar,Prclee ,2.0,0.0,27.0,660.0,660.0,2,0
5250,3,Ready To Move,Sarjapur  Road,Asncywo,3.0,1.0,95.0,1700.0,1700.0,3,0
5251,2,Ready To Move,BTM 1st Stage,Asncywo,5.0,2.0,121.0,1100.0,1100.0,4,1
5252,3,18-Feb,Panathur,Asncywo,2.0,2.0,62.9,1205.0,1205.0,2,0
5253,3,Ready To Move,Lottegolla Halli,Asncywo,3.0,2.0,90.0,1950.0,1950.0,3,0
5254,3,18-May,Devanahalli Int. Airport,Asncywo,2.0,1.0,62.0,1080.0,1080.0,2,0
5255,0,Ready To Move,Ardendale,AWharde,4.0,1.0,140.0,2800.0,2800.0,4,0
5256,3,19-Jan,Mailasandra,Hanar I,2.0,1.0,43.66,999.0,999.0,2,0
5257,2,Ready To Move,Basvasamithi Layout Vidyaranyapura,Hanar I,4.0,3.0,175.0,900.0,900.0,4,1
5258,3,19-Jul,Kanakpura Road,Soazak ,2.0,1.0,89.76,1300.0,1300.0,2,0
5259,3,Ready To Move,HRBR Layout,Srayatr,2.0,1.0,78.0,1265.0,1265.0,2,0
5260,0,Ready To Move,Attibele,Srayatr,2.0,2.0,42.0,1200.0,1200.0,2,0
5261,3,18-Mar,Bhoganhalli,Rosha I,4.0,0.0,106.0,1974.0,1974.0,4,0
5262,3,Ready To Move,Chelekare,Goezell,2.0,2.0,40.0,1180.0,1180.0,2,0
5263,3,Ready To Move,Amruthahalli,Goezell,2.0,3.0,63.0,1350.0,1350.0,3,0
5264,3,Ready To Move,Kodichikkanahalli,DiamiSa,2.0,2.0,65.0,1560.0,1560.0,3,0
5265,2,Ready To Move,8th Block Jayanagar,DiamiSa,2.0,0.0,650.0,2800.0,2800.0,2,1
5266,3,18-Aug,Hosakerehalli,Maunt M,2.0,1.0,41.23,1085.0,1085.0,2,0
5267,3,Ready To Move,Vijayanagar,J axyGa,2.0,2.0,75.0,1300.0,1300.0,3,0
5268,3,Ready To Move,Marathahalli,Afncyad,3.0,2.0,56.0,1600.0,1600.0,3,0
5269,3,Ready To Move,Atmananda Colony,Afncyad,2.0,2.0,55.0,1127.0,1127.0,2,0
5270,3,Ready To Move,Kengeri Satellite Town,Malowr ,2.0,2.0,32.0,795.0,795.0,2,0
5271,3,Ready To Move,Nagarbhavi,Malowr ,3.0,2.0,88.0,1850.0,1850.0,3,0
5272,0,18-Jul,Bommasandra Industrial Area,Malowr ,2.0,1.0,29.45,1020.0,1020.0,2,0
5273,0,Ready To Move,Doopanahalli,KroneMo,2.0,1.0,200.0,1475.0,1475.0,3,0
5274,2,Ready To Move,Baba Nagar,KroneMo,3.0,3.0,96.25,1200.0,1200.0,3,1
5275,3,Ready To Move,Uttarahalli,Aklia R,2.0,1.0,47.0,1345.0,1345.0,3,0
5276,3,19-Nov,Kaikondrahalli,Aklia R,2.0,1.0,25.4,849.0,849.0,2,0
5277,3,19-Sep,Kanakpura Road,Soazak ,3.0,2.0,135.0,1706.0,1706.0,3,0
5278,3,19-Dec,Yelahanka,LedorSa,4.0,1.0,180.0,2100.0,2100.0,4,0
5279,3,Ready To Move,Nagadevanahalli,LedorSa,2.0,2.0,65.0,1250.0,1250.0,3,0
5280,0,Ready To Move,Kanakpura Road,JRrnauv,3.0,3.0,63.58,1260.0,1260.0,3,0
5281,3,Ready To Move,Horamavu Agara,JRrnauv,2.0,1.0,65.0,1265.0,1265.0,3,0
5282,3,17-Nov,Abbigere,AdhriPa,2.0,1.0,45.0,1260.0,1260.0,3,0
5283,3,18-Dec,Jalahalli,Vaniai ,2.0,1.0,58.0,1045.0,1045.0,2,0
5284,3,Ready To Move,Hebbal Kempapura,Vaniai ,4.0,2.0,495.0,3895.0,3895.0,4,0
5285,3,18-May, Rachenahalli,AsNowre,1.0,0.0,19.8,385.0,440.0,1,2
5286,3,17-Jun,Bellandur,AsNowre,2.0,3.0,62.0,1100.0,1100.0,2,0
5287,3,19-Sep,Kudlu Gate,Srods P,2.0,1.0,50.0,1113.0,1113.0,2,0
